"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Bolivia","female",28,"living together as married",5,7
"Bolivia","male",51,"living together as married",6,6
"Bolivia","female",24,"married",7,8
"Bolivia","female",49,"living together as married",10,10
"Bolivia","female",51,"married",10,5
"Bolivia","male",21,"single",6,5
"Bolivia","male",30,"married",8,6
"Bolivia","male",18,"single",8,9
"Bolivia","male",53,"married",7,8
"Bolivia","male",28,"single",9,7
"Bolivia","female",18,"separated",8,10
"Bolivia","female",31,"living together as married",10,10
"Bolivia","male",52,"living together as married",5,5
"Bolivia","male",37,"living together as married",7,6
"Bolivia","female",19,"living together as married",10,10
"Bolivia","male",24,"single",10,10
"Bolivia","female",68,"married",7,5
"Bolivia","male",22,"single",8,9
"Bolivia","female",78,"married",7,8
"Bolivia","male",30,"living together as married",5,10
"Bolivia","male",35,"single",10,10
"Bolivia","male",62,"married",7,9
"Bolivia","male",31,"living together as married",7,7
"Bolivia","male",22,"single",7,9
"Bolivia","female",20,"married",10,8
"Bolivia","male",53,"married",10,10
"Bolivia","male",45,"married",5,4
"Bolivia","male",31,"single",7,10
"Bolivia","female",68,"married",10,5
"Bolivia","male",67,"living together as married",8,8
"Bolivia","male",47,"married",7,7
"Bolivia","female",20,"married",6,6
"Bolivia","male",29,"living together as married",8,7
"Bolivia","female",43,"married",9,9
"Bolivia","male",37,"single",9,9
"Bolivia","female",37,"single",10,8
"Bolivia","male",31,"single",10,10
"Bolivia","female",28,"living together as married",10,10
"Bolivia","female",55,"married",6,6
"Bolivia","female",63,"married",6,9
"Bolivia","female",21,"living together as married",7,5
"Bolivia","female",18,"single",3,10
"Bolivia","female",33,"living together as married",8,10
"Bolivia","male",46,"living together as married",7,10
"Bolivia","female",46,"separated",8,7
"Bolivia","female",22,"living together as married",10,9
"Bolivia","female",29,"married",5,7
"Bolivia","female",75,"widowed",10,9
"Bolivia","female",24,"single",4,5
"Bolivia","female",42,"living together as married",4,9
"Bolivia","male",67,"married",5,3
"Bolivia","female",52,"married",8,8
"Bolivia","male",45,"married",9,10
"Bolivia","female",20,"single",9,9
"Bolivia","female",43,"married",8,7
"Bolivia","male",42,"married",10,10
"Bolivia","male",20,"single",8,10
"Bolivia","male",42,"living together as married",2,8
"Bolivia","female",35,"living together as married",10,10
"Bolivia","female",37,"living together as married",8,8
"Bolivia","female",31,"married",8,10
"Bolivia","female",69,"single",9,5
"Bolivia","female",18,"single",3,4
"Bolivia","female",20,"single",8,6
"Bolivia","female",20,"single",10,10
"Bolivia","male",60,"divorced",4,4
"Bolivia","female",18,"single",5,9
"Bolivia","male",63,"married",6,3
"Bolivia","female",41,"married",6,8
"Bolivia","female",28,"single",8,8
"Bolivia","male",65,"married",5,6
"Bolivia","female",44,"married",5,5
"Bolivia","female",38,"living together as married",7,8
"Bolivia","male",23,"living together as married",8,10
"Bolivia","female",22,"single",5,5
"Bolivia","male",40,"married",7,8
"Bolivia","male",25,"married",6,7
"Bolivia","female",40,"married",10,8
"Bolivia","male",30,"single",8,10
"Bolivia","male",40,"separated",7,6
"Bolivia","female",25,"divorced",5,7
"Bolivia","female",30,"single",7,9
"Bolivia","female",57,"separated",9,9
"Bolivia","female",60,"widowed",10,4
"Bolivia","male",35,"single",7,8
"Bolivia","male",38,"living together as married",6,7
"Bolivia","male",29,"single",9,6
"Bolivia","male",55,"separated",5,9
"Bolivia","male",31,"single",6,9
"Bolivia","male",38,"married",7,8
"Bolivia","male",28,"single",7,8
"Bolivia","female",18,"single",5,9
"Bolivia","female",59,"married",10,10
"Bolivia","male",76,"widowed",5,8
"Bolivia","female",43,"married",10,10
"Bolivia","male",57,"living together as married",4,3
"Bolivia","male",41,"married",7,8
"Bolivia","male",24,"single",8,10
"Bolivia","male",40,"married",10,10
"Bolivia","male",23,"living together as married",9,10
"Bolivia","female",21,"living together as married",6,8
"Bolivia","female",22,"single",6,8
"Bolivia","female",20,"single",8,8
"Bolivia","female",23,"married",8,8
"Bolivia","female",65,"widowed",8,2
"Bolivia","male",19,"single",6,8
"Bolivia","male",20,"single",10,8
"Bolivia","female",51,"divorced",6,10
"Bolivia","female",20,"single",7,4
"Bolivia","female",18,"living together as married",10,1
"Bolivia","female",31,"single",10,10
"Bolivia","female",44,"married",6,6
"Bolivia","male",27,"single",5,9
"Bolivia","female",31,"married",3,2
"Bolivia","male",29,"married",10,10
"Bolivia","male",68,"married",8,5
"Bolivia","male",46,"married",6,7
"Bolivia","male",20,"single",8,9
"Bolivia","male",18,"single",8,9
"Bolivia","female",52,"married",5,6
"Bolivia","male",27,"married",9,8
"Bolivia","female",49,"living together as married",5,5
"Bolivia","male",58,"married",8,4
"Bolivia","female",60,"single",7,6
"Bolivia","female",18,"single",5,7
"Bolivia","male",19,"single",8,8
"Bolivia","female",34,"living together as married",5,10
"Bolivia","female",64,"widowed",10,6
"Bolivia","male",27,"married",4,4
"Bolivia","female",23,"living together as married",7,8
"Bolivia","male",24,"living together as married",8,8
"Bolivia","female",32,"married",5,6
"Bolivia","male",45,"married",10,10
"Bolivia","female",24,"living together as married",10,10
"Bolivia","male",26,"married",9,9
"Bolivia","male",60,"married",5,5
"Bolivia","female",36,"married",9,10
"Bolivia","male",56,"divorced",10,7
"Bolivia","female",31,"living together as married",6,4
"Bolivia","female",26,"living together as married",7,10
"Bolivia","male",22,"living together as married",8,8
"Bolivia","male",48,"separated",5,6
"Bolivia","female",35,"living together as married",7,8
"Bolivia","male",32,"married",8,8
"Bolivia","male",22,"single",10,10
"Bolivia","male",19,"single",5,4
"Bolivia","female",34,"living together as married",9,9
"Bolivia","male",48,"married",7,6
"Bolivia","female",26,"married",10,8
"Bolivia","male",18,"single",8,6
"Bolivia","male",40,"single",5,5
"Bolivia","male",43,"married",6,5
"Bolivia","female",24,"single",5,9
"Bolivia","male",67,"married",6,1
"Bolivia","female",31,"married",2,6
"Bolivia","female",30,"married",10,10
"Bolivia","female",22,"living together as married",8,9
"Bolivia","female",39,"living together as married",8,8
"Bolivia","female",37,"married",7,7
"Bolivia","female",42,"married",10,10
"Bolivia","female",24,"living together as married",6,10
"Bolivia","female",56,"married",10,10
"Bolivia","male",25,"married",5,10
"Bolivia","female",45,"living together as married",10,6
"Bolivia","female",25,"living together as married",7,8
"Bolivia","male",57,"married",5,10
"Bolivia","male",21,"single",8,10
"Bolivia","female",38,"separated",6,5
"Bolivia","male",19,"single",7,5
"Bolivia","female",40,"single",10,9
"Bolivia","female",24,"married",8,10
"Bolivia","male",31,"living together as married",8,9
"Bolivia","male",33,"married",8,9
"Bolivia","male",35,"living together as married",8,8
"Bolivia","female",28,"married",3,6
"Bolivia","female",46,"living together as married",5,10
"Bolivia","male",34,"single",6,7
"Bolivia","male",18,"single",5,6
"Bolivia","male",57,"married",4,8
"Bolivia","male",70,"separated",8,10
"Bolivia","male",37,"living together as married",7,8
"Bolivia","female",26,"married",5,8
"Bolivia","female",26,"married",7,7
"Bolivia","female",33,"married",6,8
"Bolivia","male",66,"married",10,10
"Bolivia","female",80,"widowed",8,5
"Bolivia","female",34,"married",8,8
"Bolivia","female",27,"single",5,8
"Bolivia","female",58,"separated",8,9
"Bolivia","female",29,"married",9,6
"Bolivia","female",69,"living together as married",1,9
"Bolivia","female",30,"living together as married",7,4
"Bolivia","male",32,"single",7,6
"Bolivia","male",58,"married",6,8
"Bolivia","female",58,"married",4,4
"Bolivia","male",67,"widowed",8,9
"Bolivia","male",71,"divorced",10,10
"Bolivia","male",69,"married",10,10
"Bolivia","female",22,"single",8,8
"Bolivia","female",34,"married",7,8
"Bolivia","male",18,"single",7,6
"Bolivia","male",48,"married",8,9
"Bolivia","female",27,"living together as married",6,5
"Bolivia","male",53,"married",6,8
"Bolivia","male",20,"single",4,5
"Bolivia","female",24,"living together as married",7,7
"Bolivia","female",62,"married",3,4
"Bolivia","male",20,"living together as married",8,10
"Bolivia","male",34,"married",6,8
"Bolivia","male",20,"single",8,8
"Bolivia","female",18,"single",6,8
"Bolivia","female",75,"married",4,3
"Bolivia","male",23,"single",7,8
"Bolivia","male",22,"single",9,6
"Bolivia","female",58,"married",10,10
"Bolivia","male",23,"single",8,7
"Bolivia","male",24,"single",7,8
"Bolivia","male",42,"single",10,6
"Bolivia","female",25,"married",10,10
"Bolivia","male",42,"separated",7,8
"Bolivia","male",54,"married",10,10
"Bolivia","female",56,"married",8,6
"Bolivia","male",39,"living together as married",5,6
"Bolivia","female",19,"living together as married",8,10
"Bolivia","male",26,"single",8,7
"Bolivia","male",50,"married",5,7
"Bolivia","female",33,"living together as married",7,8
"Bolivia","male",75,"separated",5,7
"Bolivia","male",84,"widowed",10,9
"Bolivia","male",52,"divorced",7,5
"Bolivia","male",24,"living together as married",9,10
"Bolivia","male",18,"single",8,9
"Bolivia","female",38,"living together as married",8,5
"Bolivia","female",48,"married",6,10
"Bolivia","male",44,"married",7,6
"Bolivia","female",29,"married",8,10
"Bolivia","female",30,"married",10,10
"Bolivia","male",55,"living together as married",10,10
"Bolivia","male",53,"living together as married",8,8
"Bolivia","male",22,"single",4,10
"Bolivia","female",59,"single",7,5
"Bolivia","female",20,"separated",10,10
"Bolivia","female",40,"separated",10,6
"Bolivia","female",58,"separated",10,10
"Bolivia","female",22,"single",8,8
"Bolivia","male",50,"married",10,8
"Bolivia","male",21,"single",8,9
"Bolivia","female",35,"living together as married",10,10
"Bolivia","female",59,"married",8,9
"Bolivia","female",50,"living together as married",8,7
"Bolivia","male",39,"living together as married",8,8
"Bolivia","male",30,"living together as married",10,5
"Bolivia","female",67,"married",6,5
"Bolivia","female",30,"living together as married",8,4
"Bolivia","female",45,"married",5,9
"Bolivia","female",30,"single",9,4
"Bolivia","male",25,"living together as married",7,9
"Bolivia","male",18,"single",8,8
"Bolivia","male",19,"single",5,8
"Bolivia","female",45,"married",10,10
"Bolivia","female",35,"married",10,8
"Bolivia","male",40,"married",8,6
"Bolivia","female",46,"living together as married",10,1
"Bolivia","male",32,"single",10,10
"Bolivia","male",21,"single",8,10
"Bolivia","female",42,"married",10,10
"Bolivia","male",69,"married",10,5
"Bolivia","female",45,"living together as married",8,7
"Bolivia","male",45,"widowed",8,6
"Bolivia","male",44,"married",10,8
"Bolivia","male",45,"married",5,7
"Bolivia","male",31,"living together as married",8,9
"Bolivia","male",43,"married",10,10
"Bolivia","female",63,"widowed",7,8
"Bolivia","male",19,"single",6,2
"Bolivia","male",28,"living together as married",10,9
"Bolivia","female",28,"married",8,8
"Bolivia","female",46,"separated",10,5
"Bolivia","male",42,"married",8,7
"Bolivia","female",27,"living together as married",6,7
"Bolivia","male",19,"single",5,8
"Bolivia","female",34,"married",10,2
"Bolivia","male",73,"married",6,8
"Bolivia","male",28,"single",5,8
"Bolivia","female",59,"married",10,8
"Bolivia","female",32,"living together as married",7,8
"Bolivia","male",18,"single",7,5
"Bolivia","female",22,"married",9,6
"Bolivia","male",65,"married",10,10
"Bolivia","female",31,"living together as married",5,5
"Bolivia","male",30,"single",10,8
"Bolivia","female",38,"married",8,8
"Bolivia","female",23,"single",10,8
"Bolivia","female",42,"single",5,7
"Bolivia","female",27,"single",6,3
"Bolivia","female",47,"living together as married",2,2
"Bolivia","male",18,"single",7,8
"Bolivia","female",29,"married",9,8
"Bolivia","male",42,"living together as married",10,10
"Bolivia","female",27,"living together as married",10,10
"Bolivia","female",19,"single",6,5
"Bolivia","female",60,"married",6,5
"Bolivia","female",46,"living together as married",10,10
"Bolivia","male",51,"married",5,6
"Bolivia","male",29,"living together as married",9,10
"Bolivia","female",26,"living together as married",10,5
"Bolivia","male",50,"divorced",3,5
"Bolivia","female",44,"separated",9,9
"Bolivia","female",64,"single",8,10
"Bolivia","male",32,"living together as married",10,7
"Bolivia","male",53,"married",10,10
"Bolivia","male",36,"married",10,8
"Bolivia","female",45,"married",5,5
"Bolivia","female",66,"married",4,10
"Bolivia","male",39,"married",5,8
"Bolivia","female",29,"living together as married",7,7
"Bolivia","male",63,"divorced",10,10
"Bolivia","female",34,"single",9,9
"Bolivia","female",69,"separated",10,10
"Bolivia","male",56,"married",10,9
"Bolivia","male",33,"married",8,8
"Bolivia","female",20,"living together as married",7,10
"Bolivia","female",46,"single",10,10
"Bolivia","male",40,"living together as married",5,10
"Bolivia","female",61,"widowed",9,9
"Bolivia","male",55,"widowed",10,8
"Bolivia","female",26,"single",7,5
"Bolivia","male",53,"married",9,9
"Bolivia","male",49,"married",7,8
"Bolivia","female",20,"single",5,8
"Bolivia","female",19,"single",6,8
"Bolivia","male",43,"living together as married",6,7
"Bolivia","female",21,"single",8,10
"Bolivia","male",19,"single",7,10
"Bolivia","female",56,"separated",5,2
"Bolivia","male",24,"single",9,10
"Bolivia","female",26,"living together as married",9,10
"Bolivia","female",44,"married",8,7
"Bolivia","male",22,"living together as married",8,8
"Bolivia","male",22,"single",10,10
"Bolivia","male",57,"living together as married",5,6
"Bolivia","male",21,"single",8,8
"Bolivia","male",25,"single",7,5
"Bolivia","female",61,"separated",9,9
"Bolivia","female",26,"married",10,10
"Bolivia","female",21,"single",6,9
"Bolivia","female",22,"married",5,8
"Bolivia","male",33,"divorced",7,7
"Bolivia","male",38,"single",8,10
"Bolivia","male",52,"single",4,5
"Bolivia","female",44,"married",5,6
"Bolivia","male",27,"married",10,10
"Bolivia","female",39,"living together as married",2,7
"Bolivia","female",50,"widowed",8,8
"Bolivia","female",31,"single",6,6
"Bolivia","female",65,"married",10,6
"Bolivia","female",35,"married",9,8
"Bolivia","female",22,"single",10,10
"Bolivia","female",57,"widowed",6,7
"Bolivia","male",32,"single",9,9
"Bolivia","female",32,"married",8,7
"Bolivia","male",23,"single",7,7
"Bolivia","male",32,"living together as married",10,9
"Bolivia","male",30,"living together as married",5,6
"Bolivia","male",27,"single",10,10
"Bolivia","male",54,"married",7,7
"Bolivia","female",36,"living together as married",5,8
"Bolivia","male",25,"single",7,5
"Bolivia","male",24,"living together as married",8,10
"Bolivia","female",20,"married",9,7
"Bolivia","male",31,"single",7,7
"Bolivia","male",32,"single",8,10
"Bolivia","female",18,"single",7,6
"Bolivia","male",20,"single",7,8
"Bolivia","male",56,"married",9,8
"Bolivia","female",68,"divorced",10,4
"Bolivia","male",18,"single",10,8
"Bolivia","female",38,"married",8,9
"Bolivia","male",24,"single",10,10
"Bolivia","female",54,"single",10,10
"Bolivia","male",23,"single",8,10
"Bolivia","male",47,"married",10,10
"Bolivia","female",19,"single",6,6
"Bolivia","male",58,"married",6,6
"Bolivia","female",25,"living together as married",7,7
"Bolivia","male",65,"living together as married",6,1
"Bolivia","female",23,"married",5,7
"Bolivia","female",60,"married",10,10
"Bolivia","male",23,"single",5,8
"Bolivia","male",27,"living together as married",7,10
"Bolivia","male",63,"married",6,8
"Bolivia","male",53,"living together as married",6,9
"Bolivia","male",23,"single",8,8
"Bolivia","male",25,"single",10,8
"Bolivia","female",40,"living together as married",8,10
"Bolivia","male",19,"single",6,4
"Bolivia","female",41,"living together as married",6,10
"Bolivia","male",75,"married",10,8
"Bolivia","male",28,"single",6,6
"Bolivia","female",48,"married",8,8
"Bolivia","female",40,"single",7,8
"Bolivia","male",22,"single",8,4
