"expenses","distance","country"
10.08,1222,"UK"
11.72,1739,"UK"
11.59,1703,"UK"
25.72,1718,"US"
26.54,245,"US"
4.77,1328,"GER"
15.89,2034,"UK"
26.45,645,"US"
18.86,1742,"UK"
11.27,712,"UK"
11.73,1705,"UK"
25.97,529,"US"
7.17,215,"GER"
26.44,790,"US"
24.58,66,"US"
5.11,1353,"GER"
12.28,618,"UK"
27.17,1845,"US"
15.74,380,"UK"
26.14,541,"US"
26.32,1157,"US"
1.78,1328,"GER"
26.31,393,"US"
24.63,1950,"US"
5.14,1105,"GER"
6.46,1635,"GER"
17.58,2039,"UK"
12.38,783,"UK"
9.36,1039,"GER"
27.13,1740,"US"
1.79,1159,"GER"
8.16,1194,"GER"
25.14,940,"US"
27.37,2103,"US"
26.01,746,"US"
2.07,1543,"GER"
6.23,591,"GER"
12.26,604,"UK"
4.98,1040,"GER"
25.64,82,"US"
1.91,1238,"GER"
2.72,521,"GER"
14.79,2101,"UK"
27.53,2308,"US"
26.46,272,"US"
6.28,1375,"GER"
13.31,704,"UK"
4.52,1020,"GER"
13.81,801,"UK"
25.52,1174,"US"
5.83,736,"GER"
27.17,1498,"US"
2.13,748,"GER"
3.83,2043,"GER"
7.54,511,"GER"
11.11,880,"UK"
7.06,527,"GER"
2.34,1700,"GER"
16.41,1262,"UK"
15.29,2257,"UK"
27.63,1553,"US"
25.29,1885,"US"
26.6,2045,"US"
2.52,1788,"GER"
1.68,1337,"GER"
13.46,1664,"UK"
26.68,2313,"US"
27.14,1546,"US"
25.85,1161,"US"
3.38,1305,"GER"
18.87,1684,"UK"
24.73,1911,"US"
3.27,1932,"GER"
2.89,1887,"GER"
2.17,1614,"GER"
13.82,709,"UK"
12.01,1506,"UK"
16.53,1780,"UK"
25.38,1701,"US"
5.54,1952,"GER"
26.69,305,"US"
27.07,949,"US"
14.88,785,"UK"
13.62,1624,"UK"
12.22,2315,"UK"
12.68,2317,"UK"
26.17,1898,"US"
4.92,149,"GER"
12.66,1681,"UK"
13.43,436,"UK"
13.29,812,"UK"
8.44,971,"GER"
25.02,2179,"US"
27.46,1817,"US"
25.12,1719,"US"
11.35,1624,"UK"
26.69,307,"US"
24.67,1373,"US"
8.52,2154,"GER"
27.26,267,"US"
26.15,1012,"US"
7.93,959,"GER"
18.01,1951,"UK"
5.6,877,"GER"
13.83,1505,"UK"
6.13,1173,"GER"
15,314,"UK"
12.41,2015,"UK"
24.82,1694,"US"
11.33,1010,"UK"
12.22,2163,"UK"
12.22,1410,"UK"
2.09,1506,"GER"
25.55,2183,"US"
15.66,373,"UK"
12.52,1532,"UK"
8.65,1069,"GER"
14.03,755,"UK"
26.23,749,"US"
24.94,50,"US"
26.31,439,"US"
14.69,498,"UK"
9.31,1175,"GER"
24.92,2290,"US"
26.77,131,"US"
8.26,410,"GER"
25.64,277,"US"
7.55,47,"GER"
18.2,484,"UK"
5.56,806,"GER"
24.91,1604,"US"
5.28,288,"GER"
12,778,"UK"
2.7,487,"GER"
26.1,2225,"US"
26.46,134,"US"
5.78,715,"GER"
26.13,430,"US"
24.97,1238,"US"
21.49,1191,"UK"
7.16,1703,"GER"
13,1560,"UK"
25.03,1227,"US"
20.9,1469,"UK"
2.14,1717,"GER"
10.36,8,"UK"
5.59,2196,"GER"
7.23,41,"GER"
4.78,506,"GER"
13.66,794,"UK"
25.12,1971,"US"
18.81,1746,"UK"
16.36,637,"UK"
12.38,1545,"UK"
26.88,2169,"US"
1.96,1640,"GER"
3.5,2013,"GER"
18.96,1684,"UK"
24.78,2167,"US"
26.97,121,"US"
13.64,802,"UK"
14.81,105,"UK"
14.93,1925,"UK"
27.41,1032,"US"
27.54,792,"US"
4.44,1216,"GER"
17.01,702,"UK"
24.79,137,"US"
10.38,1098,"UK"
27.47,1672,"US"
26.3,1368,"US"
27.05,245,"US"
27.05,140,"US"
27.14,1229,"US"
26.89,1607,"US"
27,1381,"US"
18.85,1058,"UK"
5.45,1225,"GER"
15.15,342,"UK"
26.81,677,"US"
11.55,863,"UK"
13.65,697,"UK"
6.29,606,"GER"
11.18,1350,"UK"
25.67,999,"US"
13.89,833,"UK"
16.04,601,"UK"
25.05,204,"US"
6.55,694,"GER"
27.42,373,"US"
27.06,1231,"US"
3.98,819,"GER"
6.14,952,"GER"
9.2,1077,"GER"
17.55,1610,"UK"
24.61,1321,"US"
16.74,265,"UK"
18.59,602,"UK"
14.71,1227,"UK"
10.91,2178,"UK"
14.9,2094,"UK"
5.69,718,"GER"
18.53,1860,"UK"
3.8,2035,"GER"
22.04,1278,"UK"
3.66,2009,"GER"
27.36,1509,"US"
10.43,19,"UK"
5.46,1490,"GER"
1.94,816,"GER"
5.37,779,"GER"
14.2,107,"UK"
12.09,1568,"UK"
1.7,1386,"GER"
26.09,43,"US"
18.68,1830,"UK"
9.44,1179,"GER"
12.86,1437,"UK"
12.82,814,"UK"
11.99,2160,"UK"
5.41,832,"GER"
26.46,743,"US"
26.54,1139,"US"
6.03,1532,"GER"
27.51,166,"US"
3.24,381,"GER"
13.14,2307,"UK"
25.1,1300,"US"
11.27,2324,"UK"
12.99,824,"UK"
6.18,1344,"GER"
6.65,229,"GER"
6.1,695,"GER"
5.84,1205,"GER"
21,1462,"UK"
27.58,2063,"US"
3.75,286,"GER"
27.28,2097,"US"
3.07,1912,"GER"
27.59,1928,"US"
1.75,1169,"GER"
13.27,2326,"UK"
25.03,41,"US"
24.62,149,"US"
25.81,2029,"US"
25.47,135,"US"
5.44,1572,"GER"
25.69,1375,"US"
24.87,1542,"US"
13.26,2305,"UK"
3.08,386,"GER"
12.49,1370,"UK"
25.97,2301,"US"
13.14,43,"UK"
11.31,698,"UK"
26.33,2115,"US"
12.23,1577,"UK"
25.59,214,"US"
4.92,1434,"GER"
8.59,1121,"GER"
27.37,1232,"US"
5.07,790,"GER"
11.45,1496,"UK"
15.79,156,"UK"
26.36,639,"US"
14.08,800,"UK"
25.79,272,"US"
10.29,2028,"UK"
11.23,1555,"UK"
6.53,1679,"GER"
12.09,1391,"UK"
8.83,1296,"GER"
25.59,293,"US"
6.52,589,"GER"
1.78,942,"GER"
19.09,843,"UK"
2.07,725,"GER"
1.96,1549,"GER"
12.75,1480,"UK"
25.66,554,"US"
10.13,401,"UK"
12.21,731,"UK"
13.08,2146,"UK"
3.5,1307,"GER"
26.07,1540,"US"
24.77,2159,"US"
6.1,578,"GER"
9.29,1300,"GER"
2,1588,"GER"
6.47,1579,"GER"
15.96,590,"UK"
5.9,861,"GER"
25.58,1782,"US"
8.08,1349,"GER"
26.3,2270,"US"
2.78,1784,"GER"
5.5,1707,"GER"
26,121,"US"
5.91,1446,"GER"
25.95,2102,"US"
8.72,19,"GER"
25.32,169,"US"
21.55,1206,"UK"
21.53,1469,"UK"
21.3,1463,"UK"
25.74,45,"US"
12.54,858,"UK"
12.17,570,"UK"
16.63,231,"UK"
26.85,257,"US"
10.81,1198,"UK"
26.39,2062,"US"
7.16,2270,"GER"
7.73,422,"GER"
27.56,469,"US"
26.79,1516,"US"
27.19,1396,"US"
5.4,698,"GER"
6.85,566,"GER"
14.11,1582,"UK"
8.93,977,"GER"
21,1267,"UK"
27.05,1395,"US"
18.65,667,"UK"
11.53,755,"UK"
12.8,828,"UK"
26.35,105,"US"
15.53,364,"UK"
25.92,1793,"US"
5.11,1938,"GER"
12.66,1541,"UK"
26.81,1089,"US"
24.97,2158,"US"
4.54,985,"GER"
5.97,835,"GER"
26.62,1726,"US"
1.89,1229,"GER"
12.83,613,"UK"
11.31,688,"UK"
26.49,1161,"US"
18.97,847,"UK"
27.08,2177,"US"
9.96,2027,"GER"
18.81,1799,"UK"
25.57,227,"US"
10.77,1090,"UK"
8.51,19,"GER"
18.89,774,"UK"
19.29,1090,"UK"
12.01,1472,"UK"
6.12,870,"GER"
13.14,686,"UK"
7.84,2005,"GER"
19.13,1077,"UK"
27.43,1547,"US"
11.64,626,"UK"
16.71,495,"UK"
26.44,1765,"US"
18.82,664,"UK"
26.84,2235,"US"
1.8,1413,"GER"
14.33,1588,"UK"
26.8,1276,"US"
6.77,593,"GER"
3.76,541,"GER"
5.63,846,"GER"
11.47,670,"UK"
25.96,1017,"US"
17.3,1258,"UK"
12.91,787,"UK"
1.66,1190,"GER"
5.47,1440,"GER"
14.43,2121,"UK"
26.75,485,"US"
3.87,282,"GER"
5.15,956,"GER"
26.32,1014,"US"
27.51,2104,"US"
9.51,2319,"GER"
25.81,1700,"US"
24.81,1031,"US"
26.25,1961,"US"
12.8,1604,"UK"
27.05,534,"US"
5.58,1171,"GER"
12.63,1398,"UK"
26.58,1135,"US"
27.53,239,"US"
4.98,301,"GER"
18.85,1706,"UK"
26.35,58,"US"
13.7,437,"UK"
8.83,1093,"GER"
18.16,447,"UK"
25.52,943,"US"
19.22,1380,"UK"
13.77,1617,"UK"
26.43,2073,"US"
26.85,986,"US"
27.18,472,"US"
5.72,1966,"GER"
26.19,2051,"US"
26.16,134,"US"
18.6,585,"UK"
27.05,70,"US"
11.2,999,"UK"
27.49,1581,"US"
18.68,617,"UK"
26.72,1408,"US"
26.86,1895,"US"
27.28,1760,"US"
25.67,1003,"US"
5.06,1274,"GER"
26.51,1165,"US"
25.05,59,"US"
6.33,2235,"GER"
26.07,1914,"US"
27.21,688,"US"
9.98,1258,"GER"
12.3,1584,"UK"
4.79,2155,"GER"
8.05,1211,"GER"
24.34,1581,"US"
2.61,576,"GER"
6.76,1553,"GER"
7.59,1743,"GER"
21.55,1446,"UK"
24.97,945,"US"
11.71,199,"UK"
27.64,920,"US"
25.89,2295,"US"
14.83,501,"UK"
18.83,729,"UK"
26.04,455,"US"
11.95,205,"UK"
16.33,1799,"UK"
12.33,1567,"UK"
14.42,732,"UK"
25.89,170,"US"
27.44,704,"US"
26.9,2280,"US"
26.31,371,"US"
25.31,2295,"US"
4.78,1196,"GER"
3.72,272,"GER"
16.06,1268,"UK"
26.83,1836,"US"
2.39,576,"GER"
2,927,"GER"
5.23,477,"GER"
26.57,1012,"US"
27.06,2196,"US"
18.99,1432,"UK"
27.24,61,"US"
26.49,1610,"US"
27.14,174,"US"
7.42,1757,"GER"
11.58,949,"UK"
5.43,739,"GER"
12.51,1554,"UK"
13.6,672,"UK"
15.56,2231,"UK"
7.35,1735,"GER"
14.48,482,"UK"
26.64,168,"US"
5.76,1130,"GER"
26.22,1766,"US"
24.91,1948,"US"
26.73,164,"US"
3.19,411,"GER"
18.89,1722,"UK"
25.92,1182,"US"
9.65,2166,"GER"
12.87,1510,"UK"
24.6,223,"US"
11.81,1499,"UK"
25.73,1682,"US"
25.7,269,"US"
17.97,1960,"UK"
26.13,1669,"US"
13.76,1972,"UK"
3.36,1995,"GER"
3.75,2024,"GER"
4.93,1288,"GER"
7.53,534,"GER"
24.82,1242,"US"
8.29,1186,"GER"
26.01,394,"US"
25.88,2304,"US"
25.34,125,"US"
25.41,1102,"US"
27.25,1987,"US"
3.75,1870,"GER"
15.79,182,"UK"
5.64,806,"GER"
25.33,1755,"US"
26.63,693,"US"
14.46,280,"UK"
11.49,1450,"UK"
1.65,1220,"GER"
26.22,1374,"US"
26.83,764,"US"
6.67,1689,"GER"
27.15,136,"US"
12.46,778,"UK"
9.44,1075,"GER"
27.31,1958,"US"
7.81,1033,"GER"
25.88,1909,"US"
1.98,740,"GER"
9.82,11,"GER"
5.31,1070,"GER"
26.24,431,"US"
26.24,2021,"US"
26.67,234,"US"
4.76,1342,"GER"
26.09,311,"US"
25.09,1702,"US"
19.02,1545,"UK"
25.95,921,"US"
17.74,402,"UK"
26.36,1877,"US"
26.96,1811,"US"
27.44,693,"US"
26.9,656,"US"
26.6,1007,"US"
7.53,1739,"GER"
7.19,567,"GER"
17.34,1883,"UK"
11.56,1567,"UK"
8.31,1203,"GER"
25.59,2282,"US"
14.23,768,"UK"
6.87,570,"GER"
27.17,1490,"US"
26.95,1609,"US"
13.85,1512,"UK"
25.11,1362,"US"
25.45,1224,"US"
18.91,636,"UK"
25.28,2041,"US"
26.25,1735,"US"
10.09,1222,"UK"
4.62,1213,"GER"
13.83,705,"UK"
11.45,653,"UK"
6.94,2260,"GER"
26.24,468,"US"
26.79,60,"US"
27.1,2194,"US"
2.48,555,"GER"
18.88,1648,"UK"
5.84,931,"GER"
26.56,1019,"US"
9.57,2309,"GER"
11.38,1366,"UK"
26.15,1364,"US"
11.45,759,"UK"
27.23,1395,"US"
19.76,1321,"UK"
21.96,1298,"UK"
9.96,2167,"GER"
7.91,1111,"GER"
3.04,429,"GER"
4.64,942,"GER"
8.58,1063,"GER"
8.77,1085,"GER"
5.14,1472,"GER"
12.9,1520,"UK"
25.9,2113,"US"
15.51,170,"UK"
24.68,1565,"US"
6.99,1630,"GER"
27.22,2211,"US"
6.54,1618,"GER"
26.53,146,"US"
9.71,197,"GER"
10.97,10,"UK"
26.8,724,"US"
26.98,2032,"US"
18.56,1872,"UK"
21.68,1443,"UK"
13.29,428,"UK"
10.68,2336,"UK"
1.67,1318,"GER"
27.46,2096,"US"
3.47,342,"GER"
9.2,1299,"GER"
25.21,1471,"US"
26.58,1084,"US"
13,1689,"UK"
9.53,193,"GER"
14.75,1576,"UK"
6.3,951,"GER"
3.62,821,"GER"
5.4,909,"GER"
11.72,607,"UK"
5.27,1365,"GER"
14.37,1628,"UK"
26.01,462,"US"
24.9,1896,"US"
11.58,1284,"UK"
26.53,134,"US"
13.34,2000,"UK"
5.58,1453,"GER"
12.97,1516,"UK"
3.14,423,"GER"
27.04,1510,"US"
11.45,1446,"UK"
19.02,869,"UK"
10.53,390,"UK"
6.51,601,"GER"
2.3,694,"GER"
12.61,1725,"UK"
25.85,1880,"US"
6.58,1597,"GER"
5.02,1113,"GER"
8.52,1224,"GER"
16.32,2171,"UK"
6.87,1720,"GER"
27.49,278,"US"
9.97,1164,"GER"
27.11,944,"US"
5.93,906,"GER"
24.99,1460,"US"
27.2,1979,"US"
18.67,608,"UK"
11.27,1518,"UK"
9.91,1254,"GER"
5.55,729,"GER"
15.69,152,"UK"
2.04,1695,"GER"
26.34,971,"US"
12.46,841,"UK"
10.52,2032,"UK"
25.26,1158,"US"
17.37,314,"UK"
8.84,8,"GER"
6.8,667,"GER"
8.68,1296,"GER"
17.3,313,"UK"
11.42,1532,"UK"
15.2,128,"UK"
27.24,1495,"US"
24.82,1606,"US"
8.12,1158,"GER"
18.82,590,"UK"
25.89,1614,"US"
13.92,2296,"UK"
13.73,693,"UK"
10.5,2027,"UK"
17.34,2074,"UK"
7.08,612,"GER"
18.65,1852,"UK"
26.18,449,"US"
1.51,1040,"GER"
5.69,848,"GER"
8.44,965,"GER"
25.71,2182,"US"
26.6,1169,"US"
13.56,696,"UK"
13.09,1717,"UK"
16.06,2199,"UK"
26.98,1388,"US"
6.17,2226,"GER"
5.58,1339,"GER"
1.81,956,"GER"
27.07,1493,"US"
26.96,384,"US"
13.93,76,"UK"
27.44,445,"US"
19.86,1330,"UK"
13.04,60,"UK"
12.39,1692,"UK"
24.8,1730,"US"
8.44,1257,"GER"
17.63,1838,"UK"
24.95,909,"US"
16.32,649,"UK"
15.32,2064,"UK"
3.42,831,"GER"
7.47,1716,"GER"
5.64,1371,"GER"
13.21,1466,"UK"
26.48,2306,"US"
3.59,343,"GER"
14.5,488,"UK"
1.75,825,"GER"
26.16,630,"US"
3.34,332,"GER"
5.39,850,"GER"
3.3,844,"GER"
7.51,2265,"GER"
5.47,1383,"GER"
18.48,583,"UK"
17.52,2076,"UK"
12.05,799,"UK"
6.85,505,"GER"
26.58,1368,"US"
12.35,849,"UK"
26.19,743,"US"
13.91,799,"UK"
17.34,2073,"UK"
11.94,862,"UK"
18.64,1729,"UK"
18.59,1849,"UK"
9.49,1141,"GER"
11.66,1481,"UK"
14.11,785,"UK"
11.82,1506,"UK"
9.27,1073,"GER"
9.31,1285,"GER"
26.68,1778,"US"
13.11,754,"UK"
26.31,1882,"US"
4.71,1276,"GER"
9,1220,"GER"
13.64,1688,"UK"
7.01,532,"GER"
26.99,245,"US"
25.72,57,"US"
1.79,1372,"GER"
5.88,469,"GER"
8.84,18,"GER"
4.19,2099,"GER"
14.44,1639,"UK"
27.21,2080,"US"
15.52,2229,"UK"
11.47,590,"UK"
13.64,1670,"UK"
8.54,1191,"GER"
25.9,725,"US"
5.96,1214,"GER"
24.75,1449,"US"
26.43,89,"US"
13.72,1686,"UK"
13.01,47,"UK"
8.22,1074,"GER"
26.37,1481,"US"
11.84,749,"UK"
14,1653,"UK"
27.02,2128,"US"
6.38,81,"GER"
26.27,750,"US"
10.06,1111,"UK"
12.61,727,"UK"
25.87,2190,"US"
8.65,1295,"GER"
5.49,904,"GER"
25.58,1015,"US"
18.92,1017,"UK"
19.87,1180,"UK"
1.74,1254,"GER"
24.92,1390,"US"
25.49,930,"US"
26.16,1772,"US"
17.45,590,"UK"
14.9,2255,"UK"
5.91,1552,"GER"
14.02,2127,"UK"
11.9,883,"UK"
5.72,97,"GER"
25.68,241,"US"
11.78,1420,"UK"
27.63,1014,"US"
25.37,366,"US"
11.58,1451,"UK"
5.23,2184,"GER"
18.63,527,"UK"
10.97,1123,"UK"
11.7,1372,"UK"
24.69,2192,"US"
9.48,1285,"GER"
2.61,598,"GER"
27.12,1231,"US"
26.64,85,"US"
6.8,525,"GER"
4.75,1261,"GER"
16.55,251,"UK"
24.94,1427,"US"
27.39,81,"US"
27.34,1145,"US"
4.76,2129,"GER"
1.82,1302,"GER"
7.53,2008,"GER"
4.81,1355,"GER"
18.44,498,"UK"
26.58,287,"US"
8.81,1233,"GER"
26,285,"US"
6.35,554,"GER"
27.59,1639,"US"
26.69,2203,"US"
6.28,673,"GER"
15.37,2260,"UK"
20.21,1190,"UK"
15.69,1864,"UK"
25,1381,"US"
11.52,931,"UK"
27.05,2225,"US"
27.35,1247,"US"
5.61,1507,"GER"
4.96,1185,"GER"
11.36,1723,"UK"
24.57,1572,"US"
2.37,1712,"GER"
26.59,1390,"US"
13.17,1989,"UK"
14.21,1636,"UK"
11.27,785,"UK"
11.58,534,"UK"
5.29,2178,"GER"
12.4,740,"UK"
26.41,1581,"US"
4.89,1687,"GER"
25.3,1652,"US"
25.07,751,"US"
25.33,1781,"US"
25.16,2273,"US"
26.37,1677,"US"
27.54,1101,"US"
11.26,2323,"UK"
6.91,654,"GER"
5.48,1091,"GER"
5.37,1497,"GER"
10.69,1134,"UK"
11.39,1449,"UK"
25.94,1764,"US"
7.76,44,"GER"
25.85,751,"US"
5.44,1207,"GER"
13.29,1533,"UK"
25.88,936,"US"
11.28,1554,"UK"
26.81,279,"US"
14.94,110,"UK"
11.74,755,"UK"
26.12,398,"US"
18.62,1870,"UK"
27.55,269,"US"
24.37,1707,"US"
18.62,1070,"UK"
25.36,947,"US"
7.21,569,"GER"
25.26,403,"US"
6.02,880,"GER"
11.5,586,"UK"
25.68,256,"US"
4.51,1067,"GER"
25.82,1891,"US"
5.84,1147,"GER"
11.66,1454,"UK"
12.18,718,"UK"
25.9,1498,"US"
26.43,2115,"US"
24.56,1316,"US"
27.51,1135,"US"
9.29,2308,"GER"
24.73,1238,"US"
25.89,1900,"US"
18.89,1655,"UK"
24.8,1919,"US"
6.36,674,"GER"
8.35,1093,"GER"
26.44,1789,"US"
14.25,99,"UK"
4.88,1199,"GER"
25.46,1901,"US"
19.88,1417,"UK"
18.37,1935,"UK"
18.78,1017,"UK"
26.7,1743,"US"
25.16,1964,"US"
26.23,2205,"US"
25.44,738,"US"
12.26,1513,"UK"
25.81,934,"US"
8.73,1293,"GER"
21.75,1418,"UK"
24.93,2082,"US"
5.44,1191,"GER"
26.53,634,"US"
5.14,784,"GER"
12.55,1536,"UK"
11.31,917,"UK"
11.12,1190,"UK"
6.15,935,"GER"
26.3,391,"US"
4.48,2121,"GER"
12.58,220,"UK"
12.55,1693,"UK"
27.13,86,"US"
24.92,943,"US"
6.53,2236,"GER"
13.37,659,"UK"
13,846,"UK"
6.12,1136,"GER"
24.85,2102,"US"
26.28,67,"US"
7.08,1610,"GER"
12.08,594,"UK"
6.99,2114,"GER"
5.19,1316,"GER"
5.5,2056,"GER"
25.35,1256,"US"
27.5,1032,"US"
25.98,1719,"US"
25.99,84,"US"
2.89,1279,"GER"
16.42,211,"UK"
2.89,1863,"GER"
27.52,2099,"US"
27.23,1138,"US"
10.91,185,"UK"
18.67,1025,"UK"
13.6,1543,"UK"
1.49,1122,"GER"
11.41,1417,"UK"
1.96,1562,"GER"
5.53,764,"GER"
17.8,2042,"UK"
12.23,817,"UK"
13.02,1695,"UK"
26.74,748,"US"
4.25,517,"GER"
16.1,1823,"UK"
3.6,1632,"GER"
5.3,949,"GER"
18.88,1009,"UK"
25.87,1794,"US"
11.75,1687,"UK"
12.15,587,"UK"
2.26,649,"GER"
8.38,1212,"GER"
25.23,1060,"US"
25.46,2202,"US"
14.61,300,"UK"
25.07,1565,"US"
26.37,723,"US"
5.8,840,"GER"
12.92,39,"UK"
25.78,1805,"US"
13.77,721,"UK"
11.29,1361,"UK"
11.32,187,"UK"
12.28,868,"UK"
11.61,603,"UK"
17.39,2077,"UK"
4.61,1061,"GER"
6.78,1646,"GER"
26.24,1606,"US"
16.56,2161,"UK"
26.12,387,"US"
26.76,1113,"US"
18.05,1942,"UK"
25.81,1102,"US"
1.81,841,"GER"
18.76,1449,"UK"
5.27,829,"GER"
12.1,1600,"UK"
24.92,1704,"US"
5.84,1157,"GER"
26.96,393,"US"
11.3,683,"UK"
26.55,278,"US"
14.03,807,"UK"
15.75,182,"UK"
9.02,1135,"GER"
26.6,1263,"US"
1.86,1386,"GER"
17.68,646,"UK"
13.83,1641,"UK"
21.09,1478,"UK"
11.16,1529,"UK"
8.49,1010,"GER"
4.84,1349,"GER"
27.38,2091,"US"
11.87,1610,"UK"
6.98,1669,"GER"
26.36,1494,"US"
27.5,1572,"US"
26.07,1173,"US"
25.52,1377,"US"
13.48,1483,"UK"
8.77,1048,"GER"
4.51,2144,"GER"
18.76,1213,"UK"
7.43,563,"GER"
25.93,294,"US"
4.28,1657,"GER"
27.19,129,"US"
17.3,304,"UK"
9.4,1189,"GER"
17.56,1621,"UK"
4.45,2134,"GER"
15.26,132,"UK"
7.88,1033,"GER"
26.55,1795,"US"
26.17,1381,"US"
27.09,1271,"US"
5.14,769,"GER"
14.12,823,"UK"
27.11,923,"US"
13.1,1442,"UK"
8.2,952,"GER"
24.69,1912,"US"
7.06,2254,"GER"
25.92,408,"US"
26.11,2018,"US"
12.57,1720,"UK"
5.97,1440,"GER"
